category,keyword,date,media,title,summary
Government,Securities Rulemaking Board (MSRB),"Jan 27, 2020",Bond Buyer,MSRB proposing to shrink its board,"The MSRB board grew to 21 from 15 after the Dodd-Frank Act mandated that the board be made up of a majority of members representing the public.
Its board has 11 public members and 10 regulated members.
The MSRB is now proposing eight public members and seven regulated members.
On the regulated side, the MSRB proposed one broker-dealer, one bank dealer, two municipal advisors and the rest would be undesignated slots.
The MSRB is also now proposing a five-year cooling-off period for public board members leaving jobs at regulated firms."
Government,Securities Rulemaking Board (MSRB),"Apr 30, 2020",Bond Buyer,"Dealers, municipal advisors clash over dwindling MSRB board seats","Reserving two seats for municipal advisors in a possible future 15-member MSRB board would give them outsized representation, wrote SIFMA's Leslie Norwood.
NAMA also wants the MSRB to broaden its thinking on public board representation, while supporting the five-year separation period.
A group of former MSRB board members also weighed in via joint comment letter.
Those MSRB alumni include Steve Apfelbacher, board member from 2014-2017; Renee Boicourt, board member from 2016-2018; Marianne Edmonds, board member from 2012-2015; Robert Lamb, board member from 2010 to 2013 and vice chair from 2011-2012; Nathaniel Singer, board member from 2013-2016 and chair in 2015 and Noreen White, board member from 2010 to 2014.
“Based on our experience as board members involved in the identification of new board members, we believe that a longer separation period will reduce the pool of qualified public representative applicants,” the former board members wrote."
Government,Securities Rulemaking Board (MSRB),"May 1, 2020",Bond Buyer,MSRB proposes rule changes to line up with SEC's best interest standard,"“This is certainly the case here.”The MSRB asked for two amendments on its MSRB Rule G-19, on suitability, one being to limit it to only situations where Reg BI doesn’t apply.
Reg BI generally addresses the same conduct as MSRB Rule G-19, the MSRB said, except it employs a best interest standard rather than a suitability standard.
To reduce duplicativeness and complexity, the MSRB wants to limit the application of Rule G-19 to circumstances in which Reg BI doesn’t apply.
The MSRB plans to issue a separate request for comment on whether the board will apply Reg BI requirements through MSRB rule amendments to bank dealers.
Reg BI should transcend MSRB Rule G-19, Bernardi said."
Government,Securities Rulemaking Board (MSRB),"May 4, 2020",Bond Buyer,Unions call for MSRB to go further in board reform efforts,"The groups say the board needs reform to better represent the public interest.
A five- year gap for MSRB board members to become public is a good first step, said Marcus Stanley, policy director at Americans for Financial Reform.
Afterwards, the Dodd-Frank Act required the majority of the MSRB board to be public members.
The unions said many of the MSRB’s past and current public board members have had significant pasts or recent connections with MSRB regulated dealers or banks.
Proposed amendments to MSRB Rule A-3 are “inadequate” to satisfy the statutory intent in the Dodd-Frank Act that the MSRB has a true public interest majority, they wrote."
Government,Securities Rulemaking Board (MSRB),3 weeks ago,Bond Buyer,"After long process, Mark Kim right choice for MSRB CEO","After Former CEO Lynnette Kelly left the MSRB in August 2019, the MSRB hired executive search firm Spencer Stuart.
Samuels called the process of finding the new CEO rational and said Kim has deep experience in public finance and technology.
Before coming to the MSRB, Kim was chief financial officer for the District of Columbia Water and Sewer Authority from 2013 to 2017.
The National Association of Bond Lawyers said Kim was a good choice given his familiarity with the MSRB.
A search firm also brings legitimacy to the process and a third party can give comfort on deciding on the right candidate, said NABL President Teri Guarnaccia."
Government,Securities Rulemaking Board (MSRB),"Aug 6, 2020",Bond Buyer,SEC approves shrinking MSRB board,"The SEC Wednesday night approved changes to MSRB Rules A-3 on membership and A-6 on committees that would among other things, reduce the size of the MSRB’s board to 15 from 21.
Board members will now have a six-year term limit as well.
""I appreciate the leadership of (MSRB chair) Ed Sisk and his fellow board members in moving these forward.”The changes have, from the start, elicited strong reactions from stakeholders.
The MSRB board is divided into two categories: public and regulated.
The board must be majority public, meaning dealers and muni advisors can't outnumber members not regulated by the MSRB."
violation,security-based swap,"Feb 13, 2020",,The SEC Adopts Security-Based Swap Rules Governing Risk Mitigation Techniques for Uncleared Security-Based Swaps,"Rule 15Fi-5(b)(1) will require that security-based swap trading relationship documentation to be in writing.
All trade acknowledgments and verifications of security-based swap transactions required under Rule 15Fi-2 will be deemed to be security-based swap trading relationship documentation.6 Rule 15Fi-5(b)(3) will require the policies and procedures to provide that the security-based swap trading relationship documentation include credit support arrangements.
Additionally, pursuant to Rule 15Fi-5(b)(6), the security-based swap trading relationship documentation subject to the policies and procedures requirement in Rule 15Fi-5(a)(2) must include certain information regarding the status of a security-based swap accepted for clearing by a clearing agency.
Third, Rule 15Fi-5(a)(1)(iii) provides an exception for security-based swaps executed anonymously on a national securities exchange or a security-based swap execution facility, subject to certain conditions.
This treatment includes any security-based swap business an SBS conducts with foreign counterparties."
violation,security-based swap,1 month ago,,Preparing for Security-based Swap Dealer Registration: Comparing SEC & CFTC Regulatory Requirements,"+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - Unfollow+ Follow x Following x Following - UnfollowDISCLAIMER: Because of the generality of this update, the information provided herein may not be applicable in all situations and should not be acted upon without specific legal advice based on particular situations.
The Securities and Exchange Commission (SEC) security-based swap dealer (SBSD) rules have finally been issued, and a large amount of work will be required to comply.
The good news is there is a foundation to build on, given that Commodity Futures Trading Commission (CFTC) swap dealer programs are now relatively mature at most organizations.
The purpose of this article is to provide guidance on how to approach the journey to implement the SEC swap dealer rules, and to serve as a catalyst for action.
To embed, copy and paste the code into your website or blog:+ Follow x Following x Following - Unfollow""My best business intelligence, in one easy email…""Your first step to building a free, personalized, morning email brief covering pertinent authors and topics on JD Supra:* By using the service, you signify your acceptance of JD Supra's Privacy Policy."
violation,security-based swap,"Feb 13, 2020",,The SEC's Security-Based Swap Recordkeeping and Reporting Rules,"RecordkeepingThe SEC’s new rules establish the requirements for broker-dealer SBSD, stand-alone SBSD and bank SBSD recordkeeping programs.
Broker-dealer SBSDs and MSBSPs will be subject to Rules 17a-3 and 17a-4, while stand-alone SBSDs, bank SBSDs and MSBSPs will be subject to Rules 18a-5 and 18a-6.
The SEC adopted new Rule 18a-5 requiring stand-alone SBSDs, bank SBSDs and MSBSPs to make and keep current certain records.
Record Maintenance and Preservation RequirementsThe SEC rules will require broker-dealer SBSDs, stand-alone SBSDs and bank SBSDs to maintain and preserve certain records.
New Rule 18a-7, which is modeled on Rule 17a-5, will require stand-alone SBSDs, bank SBSDs, MSBSPs and OTCDD/SBSDs to satisfy certain regular reporting requirements."
violation,security-based swap,"Feb 13, 2020",,SEC Adopts Rule Amendments and Guidance Addressing Cross-Border Application of Certain Security-Based Swap Requirements,"The SEC also issued a statement with regard to compliance with rules for security-based swap data repositories and Regulation SBSR (Reporting and Dissemination of Security-Based Swap Information) governing regulatory reporting and public dissemination of security-based swap transactions.
The compliance date for amendments to Rule 0-13 and Rule of Practice 194 will be the Effective Date.
The compliance date for a number of other security-based swap rules, including (1) segregation, capital and margin; (2) SBSD recordkeeping; (3) business conduct standards; and (4) trade acknowledgment and verification requirements will be the Registration Compliance Date.
A number of US rules implementing Title VII in the cross-border context are triggered when security-based swap transactions are ANE’d by personnel located in the United States.
Notwithstanding this recordkeeping relief, the SBS Entity must comply with Section 15F(b)(6) of the Exchange Act."
violation,security-based swap,"May 29, 2020",The National Law Review,FINRA Requests Comments on Security-Based Swaps,"Does your firm, or an affiliate of your firm, plan to engage in SBS activity below the SEC registration threshold?
What type of SBS products does your firm handle or expect to handle?
For example, does your firm handle or expect to handle credit default swaps, equity swaps or other types of products?
How should FINRA think about the application of its rules to SBS activities?
Should the application of FINRA rules depend on whether the firm also registers as an SBS dealer or major SBS participant?"
violation,security-based swap,"Jul 13, 2020",ThinkAdvisor,App Developer Agrees to Pay $150K Over Security-Based Swaps,"(Credit: Thinkstock)App developer Abra, based in Mountain View, California, and affiliated Philippines firm Plutus Technologies agreed to pay $150,000 to settle charges that they violated securities laws by offering and selling security-based swaps to retail investors without registration and failed to transact those swaps on a registered national exchange, according to the Securities and Exchange Commission.
Abra developed and owns an app that allows users to bet on price movements of U.S.-listed equity securities, according to an SEC order filed Monday.
The firms agreed to the SEC settlement without admitting or denying the findings in the order, the regulator said.
We have users in 100 countries with people making $ millions in deposits via bank, stablecoin, #Bitcoin, credit card and over 50 other cryptocurrencies.
The SEC classified the contracts as security-based swaps subject to U.S. securities laws, it claimed."
violation,security-based swap,"Jul 24, 2020",Compliance Week,CFTC finalizes new swap dealer rules under Dodd-Frank,"The rule will exempt swap dealers (SD) and major swap participants (MSP) already registered with foreign regulators from also having to register with the CFTC under provisions of the Commodity Exchange Act (CEA).
Rule approved on capital requirements for swap dealersOn Wednesday, the board voted by the same 3-2 margin to approve new capital and financial reporting requirements for SDs and MSPs, also part of Dodd-Frank.
The new rule imposes new capital requirements on SDs and MSPs that are not subject to supervision by a banking regulator.
“The final capital rule is designed to enhance customer protection and reduce systemic risk in the financial system,” wrote Tarbert in a statement.
And based on the preamble to this Final Capital Rule, I do not think the Commission is certain either,” Behnam wrote in his dissenting opinion."
violation,security-based swap,"Jul 15, 2020",Blockchain News,"American Crypto Investment App Abra Gets Charged $150.000 by both SEC and the CFTC For Unregistered Security-Based Swap Transactions – Blockchain News, Opinion, TV and Jobs","The parallel enforcement action from the Securities and Exchange Commission (SEC) announced a settlement with the respondents arising from similar misconduct.
Additionally, in soliciting and accepting orders for these contracts, the respondents illegally operated as an unregistered futures commission merchant.
As described in the order, in February 2019 Abra started offering the contracts to investors in the U.S. and abroad.
Without admitting or denying the findings in the order, Abra and Plutus Tech agreed to a cease-and-desist order and to pay a combined penalty of $150,000.
In a parallel action, the Commodity Futures Trading Commission announced a settlement with Abra and Plutus Technologies arising from similar conduct."
violation,security-based swap,6 days ago,,FINRA Considers Applying Its Rules to Security-Based Swaps,"FINRA requested feedback on a concept proposal setting forth how the FINRA rules might apply to security-based swaps (""SBS"").
Presumption That FINRA Rules Apply.
Rule 0180 would be amended to presume the FINRA rules apply to SBS, with exceptions applying only where specifically noted.
FINRA would permit registered security-based swap dealers (""SBSDs"") to comply with relevant SEC SBSD requirements in lieu of certain existing FINRA rules.
Another issue that seems to be less explicitly considered in the FINRA release: the circumstances in which FINRA rules attach to ""brokerage"" activities in SBS."
violation,security-based swap,"Feb 4, 2020",,Compliance Deadlines Set for SBSD Registration,"The compliance date for registration of SBSDs will be October 6, 2021 (the ""Registration Compliance Date"").
The compliance date for amendments to Rule 3a71-3 will be two months prior to the Registration Compliance Date.
The compliance date for amendments to Rules 18a-5 and 15Fb2-1 will be the Registration Compliance Date.
The compliance date for amendments to Rule 0-13 and Rule of Practice 194 will be the Effective Date.
The compliance date for a number of other SBS rules will be the Registration Compliance Date, including (i) segregation, capital and margin, (ii) SBSD recordkeeping and reporting, (iii) business conduct standards and (iv) trade acknowledgment and verification requirements."
violation,self-regulatory organizations,"Mar 3, 2020",Cointelegraph,Chicago Startup Fintank Aims to Launch a Crypto Self-Regulatory Organization,"Chicago-based fintech startup FinTank aims to launch a national self-regulatory organization, or SRO, in the United States.
Headed up by former Chicago Board Options Exchange, or CBOE, trader David Carman and partner George Vukotich, FinTank’s SRO “will help regulate the global crypto industry,” Carman told Cointelegraph.
As much of the crypto world looks toward the U.S. regulatory scene, such an SRO could impact the crypto industry worldwide.
The FinTank head labeled two primary issues with current regulation in the crypto space.
“We began with 5 committees to establish Chicago as ‘The Crypto Trading Capital of the World,’” Carman said."
violation,self-regulatory organizations,"Aug 19, 2020",Livemint,RBI issues guidelines for SROs in payments,"MUMBAI : The Reserve Bank of India (RBI) on Tuesday issued draft guidelines for establishing self-regulatory organizations (SROs), which will be responsible for framing and enforcing rules for payment systems operators.
An SRO, RBI said, is a non-governmental organization that sets and enforces rules and standards relating to the conduct of entities in the industry.
The organization shall serve as a two-way communication channel between its members and RBI.
That apart, it will work towards establishing minimum benchmarks, standards and help instil professional and healthy market behaviour among its members, RBI said.
“The recognized SRO shall promptly inform RBI about any violation that comes to its notice of the provisions of the Payments and Settlement Systems Act or any other regulation issued by RBI."""
violation,self-regulatory organizations,"Mar 2, 2020",Coindesk,Coinbase Joins Japan’s Self-Regulatory Organization for Crypto Firms,"San Francisco-based Coinbase is still preparing behind the scenes for a presence in the Japanese market.
Announcing the news on Monday, the JVCEA said local firms Digital Asset Markets Inc. and Tokyo Hash have also joined the group alongside Coinbase as second-class members.
In becoming a member of the SRO, Coinbase joins other second-class member firms “applying for or planning to apply for virtual currency exchange registration as prescribed in Article 63-3 of the Payment Services Act,” according to the JVCEA.
The body aims to ensure its exchange members carry out “sound” business as set out in local law.
As an official SRO, it has the power to put in place rules for the nation’s exchanges and take action over any violations."
violation,self-regulatory organizations,"Feb 17, 2020",Financial Express,Digital payments: Taking the right self-regulatory organisation route,"By Shehnaz AhmedRBI recently announced its decision to put up a framework for setting up a self-regulatory organisation (SRO) for digital payments in India, with a view to foster best practices on security, customer protection, pricing, etc.
For instance, in Singapore, the Monetary Authority of Singapore (MAS) has set up the Singapore Payments Council (SPC).
This leaves ample scope for industry bodies such as the Australian Payments Network (AusPayNet) to develop their own standards and practices governing payments, clearing and settlement.
Despite the variance in the nature and mandate of these organisations, they have been instrumental in promoting innovation in the digital payments sector.
The setting up of an SRO for digital payments may be viewed as a positive signal to the market regarding the willingness of the regulator to work with the industry in developing a robust digital payment ecosystem."
violation,self-regulatory organizations,"Mar 31, 2020",GlobeNewswire,FAIR Canada proposes review of the fundamental approach to self-regulation of Canada’s securities markets,"Over the past couple of years FAIR Canada has experienced resistance from IIROC in engaging in discussions and meetings to discuss regulatory policy issues.
“FAIR Canada welcomes the CSA review of the self-regulatory organizations framework that governs the regulatory mandates SROs.
FAIR Canada looks forward to actively participating in the consultation process.
About FAIR Canada: FAIR Canada is an independent national charitable organization.
FAIR Canada provides information and education to the public, governments and regulators about investors’ and financial consumers’ rights and protections in Canada’s capital markets."
violation,self-regulatory organizations,"Apr 28, 2020",Lexology,Cybersecurity and the COVID-19 pandemic,"The COVID-19 pandemic and the resulting rapid adoption of remote working arrangements and technologies present new and increased cybersecurity risks for organizations of all kinds and sizes.
Government agencies, regulators and self-regulatory organizations have issued warnings about various kinds of new or increased cyber risks arising from the COVID-19 pandemic.
Guidance for managing COVID-19 cyber risksGovernment agencies, regulators and self-regulatory organizations have issued guidance to help organizations manage COVID-19 cyber risks (see Appendix).
Educate and train all workers to establish and maintain a culture of confidentiality, cybersecurity and operational resiliency, including regarding remote working arrangements and COVID-19-related cybersecurity risks.
See BLG bulletins Cybersecurity Guidance for Small and Medium Organizations; Investment Funds Institute of Canada Issues Cybersecurity Guide; Cybersecurity Framework for Ontario’s Electricity Industry; and Cybersecurity Guidance from Canadian Securities Administrators."
violation,self-regulatory organizations,"Jun 25, 2020",,Canadian securities regulators seek comment on self-regulatory organization framework,"The current SRO regulatory framework requires investment dealers to be members of the Investment Industry Regulatory Organization of Canada (IIROC) and mutual fund dealers, except in Québec, to be members of the Mutual Fund Dealers Association of Canada (MFDA).
Following the consultation period and consideration of the comments and feedback received, the CSA intends to publish a proposal regarding the SRO regulatory framework.
CSA Consultation Paper 25-402 Consultation on the Self-Regulatory Organization Framework can be found on CSA members' websites.
The CSA, the council of the securities regulators of Canada's provinces and territories, co-ordinates and harmonizes regulation for the Canadian capital markets.
Kristen Rose Hilary McMeekin Ontario Securities Commission Alberta Securities Commission 416-593-2336 403-592-8186Sylvain Théberge Jason (Jay) Booth Autorité des marchés financiers Manitoba Securities Commission 514-940-2176 204-945-1660Brian Kladko Steve Dowling British Columbia Securities Commission Office of the Superintendent of Securities, 604-899-6713 Prince Edward Island902 368-4550Sara Wilson David Harrison Financial and Consumer Services Nova Scotia Securities Commission Commission, New Brunswick 902-424-8586 506-643-7045Renée Dyer Rhonda Horte Office of the Superintendent of Securities Office of the Yukon Superintendent of Newfoundland and Labrador Securities 709-729-4909 867-667-5466Jeff Mason Tom Hall Nunavut Securities Office Office of the Superintendent of Securities 867-975-6591 Northwest Territories867-767-9305 Shannon McMillanFinancial and Consumer AffairsAuthority of Saskatchewan306-798-4160SOURCE Canadian Securities Administrators"
violation,self-regulatory organizations,"Jul 8, 2020",Investment Executive,The case for self-regulation,"Some countries have embraced self-regulation, while others have replaced self-regulation with government regulation.
There are several factors that make self-regulation more appropriate in Canada than in some other jurisdictions.
The national SROs bring a single set of rules and a national approach to compliance and enforcement.
This would still be necessary even if the Cooperative Capital Markets Regulatory System is implemented without all provinces and territories participating.
Another factor is Canada’s close proximity to and integration with the American capital markets, where self-regulation has been a long-standing fixture of the regulatory landscape."
violation,self-regulatory organizations,"Aug 3, 2020",,"Advertising Self-Regulatory Codes Around the World Generally Prohibit Discrimination, According to New ICAS Report","At the end of July, the International Counsel for Ad Self Regulation released a report on whether advertising self-regulatory standards around the world address non-discrimination.
ICAS also identified the following jurisdictions, among ICAS members, that have general self-regulatory codes which address non-discrimination issues: Australia, Belgium, Brazil, Canada, Chile, France, Ireland, India, Netherlands, New Zealand, Peru, Phillipines, Portugal, Romania, Spain, United Kingdom, and South Africa.
ICAS reported that most non-discrimination issues handled by self-regulatory organizations related to gender portrayal and racial discrimination.
Unlike many self-regulatory organizations around the world, the NAD doesn't enforce a specific advertising code.
Instead, its jurisdiction is currently limited to addressing questions related to the ""truth or accuracy of national advertising."""
violation,self-regulatory organizations,"Jun 22, 2020",Coindesk,Securitize’s Japan Subsidiary Becomes First International Firm to Join Self-Regulatory Group,"Securitize Japan, a subsidiary of U.S.-based Securitize, became the first global token issuance platform to join the Japan Security Token Offering Association (JSTOA), the company announced Thursday.
Six major Japanese brokerages formed the association last year in a bid to consolidate expertise on securities and develop security token business opportunities in Japan.
Securitize Japan is regulated in the country.
Large financial services institutions are also inclined towards taking advantage of adopting blockchain technology and digitization for securities, Domingo added.
“So, if you put all those things together, we definitely saw that this was an opportunity and moreover, none of our competitors had any presence in Japan,” Domingo said."
Rule,Shareholder Proposal Rule,1 month ago,Pensions & Investments,"SEC raises shareholder proposal requirements, resubmission thresholds","The Securities and Exchange Commission voted Wednesday to raise the requirements for investors who wish to submit a shareholder proposal and approved higher thresholds for resubmitting shareholder proposals in subsequent years.
The SEC also raised the vote thresholds a proposal must get to be eligible for resubmission.
SEC Chairman Jay Clayton said the amendments will modernize the commission's shareholder proposal regulations to the benefit of all shareholders and public companies.
They do not properly value shareholder proposals or shareholder rights.
""The Eisenhower-era rules on shareholder proposals no longer reflected the needs of 21st-century investors and businesses,"" Mr. Quaadman said in a statement."
Rule,Shareholder Proposal Rule,1 month ago,Reuters,"Corporate groups cheer, investors cry foul as U.S. tightens shareholder rights rules","“And that is precisely the goal of the business lobby that pressed the SEC to make these changes.
Simply put, CEOs and corporate directors do not like being second-guessed by shareholders,” she said.
Corporate groups including the U.S. Chamber of Commerce have pushed to rein in shareholder proposals and on Wednesday cheered the changes.
Earlier this year, the SEC also imposed stricter rules on firms which advise investors how to vote in corporate elections, a change also backed by corporate lobbyists and panned by investor groups.
New York City Comptroller Scott Stringer said Wednesday’s change was a “slap in the face to corporate accountability.”"
Rule,Shareholder Proposal Rule,1 month ago,,SEC Approves Controversial Shareholder Proposal,"A divided U.S. Securities and Exchange Commission (SEC) voted today to adopt amendments to its shareholder proposal rules, which govern the process for a shareholder to have proposals included in a company’s proxy statement for consideration by all the company’s shareholders.
Under the amended rules, a shareholder may submit an initial proposal after having held $2,000 of company stock for at least three years, or higher amounts for shorter periods of time.
Critics of the rule amendments say the new framework will make it significantly harder for smaller shareholders to put forward proposals.
An SEC fact sheet published after the vote details other key aspects of the rule amendments.
PLANADVISER received a sizable batch of negative comments about the rule changes immediately after the vote, including from within the SEC itself."
Rule,Shareholder Proposal Rule,4 weeks ago,JD Supra,Blog: SEC adopts amendments to the shareholder proposal rules,"This post addresses only the rulemaking on shareholder proposals.
The amendments to the shareholder proposal rules will become effective 60 days after publication in the Federal Register and will apply to any proposal submitted for an annual or special meeting to be held on or after January 1, 2022.
On the other hand, various corporate groups have long pushed the SEC to raise the bar on shareholder proposals.
Why should the Commission be in the business of adjudicating which shareholder proposals are allowed in proxies?
We are raising the bar for retail shareholder proposals to save corporate costs that the Commission’s own analysis acknowledges are minimal….Who benefits from this misalignment of incentives?"
Rule,Shareholder Proposal Rule,4 weeks ago,,SEC Adopts First Amendments to Shareholder Proposal Rule in Over 20 Years,"OverviewThe SEC yesterday adopted amendments to modernize Exchange Act Rule 14a-8 — shareholder proposal rule, which governs the process for shareholders to make proposals that will be included in a company’s proxy statement for consideration at a meeting of shareholders.
SEC Chairman Jay Clayton said, “Today’s amendments reflect many years of the staff’s engagement with investors and market participants as well as their extensive experience with shareholder proposals.
Current Rule 14a-8 allows any shareholder to submit an initial proposal after having held $2,000 worth or 1% of a company’s securities for at least one year.
The amendments replace that threshold with three alternative thresholds that combine higher amounts and shorter holding periods.
In resetting the support threshold for resubmission thresholds, the SEC staff reviewed shareholder proposals between 2011 and 2018 that ultimately received a majority of the votes cast on a second or subsequent submission."
Rule,Shareholder Proposal Rule,3 weeks ago,JD Supra,SEC Amends 14a-8 Shareholder Proposal Rule,"The final amendments (collectively, the Amendments) relate to Rule 14a-8(b), Rule 14a-8(c) and Rule 14a-8(i)(12), which deal with eligibility requirements, the one-proposal limit and resubmission thresholds, respectively.
Shareholders may no longer aggregate their holdings with other shareholders in order to satisfy the minimum ownership requirements.
One Proposal Per ""Person""The amendment to Rule 14a-8(c) limits shareholder proposals to only one proposal per person.
The current ""each shareholder"" regime allows a shareholder to submit a proposal in his or her name, while also submitting a different proposal on another's behalf as a shareholder representative.
The Amendments aim to strike an appropriate balance between the interests of the shareholder proponent and the other shareholders of the subject company who bear the costs associated with a shareholder proposal."
Rule,Shareholder Proposal Rule,2 weeks ago,The National Law Review,SEC Amends Shareholder Proposal Eligibility Rules,"The SEC indicated that the purpose of the changes is to “help ensure that the ability to have a [shareholder] proposal included.
Amendments to Eligibility Exclusions for Shareholder ProposalsOwnership ThresholdsRule 14a-8 imposes several eligibility requirements on shareholders who wish to submit their proposal for inclusion in a proxy statement.
The final rule amends certain of these requirements and adds additional procedural requirements in order for a proposal to be properly submitted[2].
Resubmission ThresholdsThe SEC also revised the levels of shareholder support a proposal must receive to be eligible for resubmission for inclusion in the same company’s proxy statement for future shareholder meetings.
The latest amendments make it easier for companies to exclude shareholder proposals from proxy statements."
Rule,Shareholder Proposal Rule,3 weeks ago,,SEC Modernizes Shareholder Proposal Rule,"SUMMARYThe Securities and Exchange Commission announced that it adopted amendments to modernize Rule 14a-8—the shareholder proposal rule, which governs the process for a shareholder to have its proposal included in a public company’s proxy statement.
The final amendments affect five areas: ownership thresholds, proposals submitted on behalf of shareholders, shareholder engagement, one proposal limit, and resubmission thresholds.
FULL ALERTOn September 23, 2020, the Securities and Exchange Commission (the Commission) announced that it adopted amendments to modernize Rule 14a-8—the shareholder proposal rule, which governs the process for a shareholder to have its proposal included in a public company’s proxy statement.
One Proposal LimitRule 14a-8(c) previously limited the single shareholder proposal rule to “each shareholder.” Under the adopted amendment, the scope of Rule 14a-8(c) now limits the one-proposal rule to “each person” who submits a proposal.
This amendment does not prohibit a person from representing multiple co-filers in connection with the submission of a single shareholder proposal."
Rule,Shareholder Proposal Rule,2 weeks ago,National Catholic Reporter,SEC's change to rule on shareholder resolutions creates higher hurdles,"(CNS/Reuters/Lucas Jackson)Washington — Rule alterations by the Securities and Exchange Commission on shareholder resolutions will result in higher hurdles for shareholder activists, according to leaders for two faith-based investor groups.
The rule change, Zimmer said, is ""based on a really, political ideological opposition to accountability and putting guardrails on corporate actions.""
The SEC said in announcing the rule change that it was aimed at ""modernizing"" what had been in place since 1954.
One change in the amended rule ups the minimum amount of stock one owns that is required to bring forth a shareholder resolution.
Another change also hikes the minimum vote needed for a shareholder resolution to be resubmitted the following year."
Rule,Shareholder Proposal Rule,3 weeks ago,,SEC Tightens Requirements for Shareholder Proposal Rule 14a-8,"On September 23, 2020, the Securities and Exchange Commission (the “SEC”) adopted amendments[1] to its shareholder proposal rule[2] (“Rule 14a-8,” or the “Rule”) under the Securities Exchange Act of 1934, as amended (the “Exchange Act”), to update the requirements for a shareholder to include its own proposal within a public company’s proxy statement for consideration by the company’s shareholders.
Ownership requirementsThe revised Rule updates the ownership requirement that a shareholder must meet to be eligible to submit a shareholder proposal for inclusion in the company’s proxy statement.
The amended Rule also prohibits a shareholder from aggregating its securities with other shareholders for the purpose of meeting the applicable ownership thresholds.
The SEC stated that questions sometimes arise as to whether a shareholder-proponent has a genuine and meaningful interest in a particular proposal, and these requirements have been implemented to safeguard the integrity of the shareholder proposal process.
Resubmission thresholdThe SEC has also increased the voting thresholds (found in Rule 14a-8(i)(12)) required for the resubmission of failed shareholder proposals."
violation,stock manipultation,3 weeks ago,Wall Street Journal,JPMorgan Paying $920 Million to Resolve Market Manipulation Probes,"JPMorgan Chase & Co. agreed to pay $920 million and admit misconduct tied to manipulation of precious-metals and Treasury markets, regulators said Tuesday.
The settlement resolves investigations by the Justice Department, Commodity Futures Trading Commission and the Securities and Exchange Commission.
The fine is the largest the CFTC has ever imposed for spoofing, a type of market manipulation, the agency said.
“Spoofing..."
violation,stock manipultation,3 weeks ago,The Guardian,JP Morgan Chase admits to US market manipulation and agrees to pay $920m,"JP Morgan Chase has agreed to pay more than $920m and admitted to wrongdoing to settle federal US market manipulation investigations into its trading of metals futures and Treasury securities, the US authorities said on Tuesday.
JP Morgan sets aside $8.3bn to cover Covid-19 losses Read moreThe landmark multi-agency settlement lifts a regulatory shadow that has hung over the bank for several years and marks a signature victory for the government’s efforts to clamp down on illegal trading in the futures and precious metals market.
JP Morgan will pay $436.4m in fines, $311.7m in restitution and more than $172m in disgorgement, the Commodity Futures Trading Commission (CFTC) said on Tuesday, the biggest-ever settlement imposed by the derivatives regulator.
The manipulative practice designed to create the illusion of demand or a lack of demand is known as “spoofing”.
“The conduct of the individuals referenced in today’s resolutions is unacceptable and they are no longer with the firm,” said Daniel Pinto, co-president of JP Morgan and chief executive of the Corporate & Investment Bank."
violation,stock manipultation,3 weeks ago,Business Insider,JPMorgan pays largest CFTC penalty ever of $920 million and admits wrongdoing in market-manipulation case,"Amr Alfiky/ReutersJPMorgan agreed to pay the largest Commodity Futures Trading Commission monetary penalty ever and admit wrongdoing to resolve a case over claims of market manipulation in the trading of precious metals and Treasury securities, Bloomberg first reported.
JPMorgan will pay $920 million, which includes a $436.4 million fine, $311.7 million in restitution, and $172 million in disgorgement.
JPMorgan agreed to pay $920 million and admit wrongdoing to resolve a case over claims of market manipulation in the trading of precious metals and Treasury securities, Bloomberg first reported on Tuesday.
The $920 million payment represents the largest monetary penalty imposed by the Commodity Futures Trading Commission and consists of a $436.4 million fine, $311.7 million in restitution, and $172 million in disgorgement, a CFTC statement seen by Bloomberg said.
Two employees have entered guilty pleas, while four employees are facing trial, according to Bloomberg."
violation,stock manipultation,1 month ago,Kyodo News Plus,15 arrested over H.K. media mogul's company stock manipulation,"KYODO NEWS - Sep 10, 2020 - 22:05 | All, WorldFifteen people have been arrested for allegedly manipulating stock prices of Hong Kong media mogul Jimmy Lai's company and making millions in profits from it, following his arrest last month under the contentious security law, police said Thursday.
Lai, an outspoken China critic and owner of Next Digital Ltd., which publishes the Apple Daily newspaper, has been targeted by the authorities for allegedly endangering national security.
He has also been indicted for the organizing and incitement of people to join several unauthorized protests last year.
Sales of Apple Daily also skyrocketed as people purchased copies of it at newsstands in a show of support to Lai.
While she did not say whether any of those arrested were connected to the media group, she said that more arrests could be made."
